Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Feature8;Feature9;Feature10;Feature11;Pensioner
0;53;8;0;0;0;2;0;0;1;0;0
0;12;1;1;0;0;1;1;0;1;0;0
5;327;4;20;0;0;2;3;1;1;0;0
2;0;0;0;1;3;44;1;0;0;1;0
12;8;1;24;0;1;2;10;1;1;0;0
94;112;5;41;0;1;7;14;2;1;0;1
4;85;3;6;0;2;44;164;2;0;1;0
42;284;67;57;0;2;1;24;1;1;0;0
6;24;1;8;0;0;1;8;1;0;1;0
12;89;1;29;5;0;3;13;1;1;0;0
6;82;0;16;0;1;5;15;1;1;0;0
19;71;153;39;3;0;1;15;2;1;0;1
17;781;34;31;0;4;1;6;1;1;0;0
13;88;2;22;0;0;1;8;1;1;0;0
5;52;7;11;0;0;1;1;0;1;0;1
9;143;1;35;0;2;1;6;1;1;0;0
3;29;2;6;1;1;6;22;0;1;0;0
19;581;73;52;2;1;1;31;1;1;0;0
1;24;0;7;0;0;1;2;4;1;0;1
6;152;37;30;0;1;1;5;1;1;0;0
0;1;0;0;1;0;0;0;0;0;1;0
34;34;9;97;2;1;1;17;1;1;0;0
6;334;0;7;0;0;1;5;1;0;0;0
23;72;10;64;0;2;4;49;1;1;0;0
3;46;69;4;1;0;2;13;1;1;0;0
0;6;0;0;0;0;0;1;0;1;0;0
0;0;0;1;0;0;0;0;0;1;0;0
8;29;0;4;0;0;5;6;0;1;0;0
3;36;7;7;0;0;4;3;1;1;0;0
0;1;0;0;0;0;0;1;1;1;0;0
20;81;28;39;1;2;2;104;1;1;0;0
8;92;9;27;1;2;1;13;1;1;0;0
0;36;1;0;0;0;1;1;0;0;1;0
19;161;2;37;3;0;2;13;1;1;0;0
3;364;7;5;0;0;1;4;1;1;0;0
7;75;0;5;0;0;1;4;0;1;0;0
91;305;9;200;1;6;5;80;2;0;0;0
5;62;32;9;1;0;1;3;0;1;0;0
1;25;0;1;1;0;1;12;1;1;0;0
0;142;6;3;0;0;1;1;0;1;0;0
0;0;0;0;1;2;23;3;3;0;1;0
0;0;0;1;0;0;2;2;0;0;1;1
0;3;0;0;0;0;1;1;0;1;0;0
51;166;5;98;3;3;16;39;1;1;0;0
6;336;46;9;0;2;1;13;1;1;0;0
102;117;146;24;0;0;2;2;1;1;0;1
15;169;2;32;0;1;6;11;1;1;0;0
41;172;5;75;2;4;1;13;1;1;0;1
41;1759;10;195;0;2;3;106;1;1;0;0
24;57;43;53;0;1;1;2;1;0;0;0
4;32;5;0;0;0;1;1;2;1;0;0
1;1;0;0;0;0;0;4;0;0;1;0
9;2;0;3;0;0;2;1;0;1;0;0
1;4;0;2;0;0;1;1;3;1;0;0
17;133;37;40;1;1;7;16;1;1;0;0
0;1;95;2;0;0;0;1;2;1;0;0
1;2;2;5;0;0;6;1;1;1;0;0
11;107;27;27;0;0;1;2;1;1;0;0
31;280;0;47;2;3;3;20;1;1;0;0
1;4;286;1;0;0;0;0;1;1;0;1
34;225;2;78;1;0;3;8;1;0;1;1
1;1;102;0;0;0;1;3;3;1;0;0
3;3;0;2;0;0;1;0;0;0;0;0
8;34;1;5;0;0;4;9;0;1;0;0
18;3;7;20;0;0;3;4;1;1;0;0
28;117;42;36;1;1;3;14;2;1;0;0
29;119;16;93;1;2;3;22;2;1;0;0
0;26;144;3;0;0;1;0;1;1;0;0
4;27;0;8;0;0;1;3;1;1;0;0
8;127;1;11;0;0;26;12;1;0;1;0
0;10;1;1;0;0;1;0;1;0;1;0
1;75;7;7;0;0;1;3;1;1;0;0
4;2;1;13;0;0;1;0;1;1;0;0
0;4;0;2;1;0;14;3;1;0;1;0
9;15;4;11;0;1;1;3;0;1;0;1
16;29;0;18;0;0;2;2;1;1;0;0
4;42;0;2;1;0;1;5;1;1;0;1
1;23;2;2;1;0;1;4;0;1;0;0
17;327;20;13;0;1;3;15;1;1;0;0
7;187;87;20;1;1;3;15;1;0;0;0
6;55;1;12;2;2;6;3;2;0;1;0
23;35;1;17;1;0;2;10;1;1;0;0
4;9;0;6;0;2;2;3;1;1;0;0
19;425;1;63;1;10;18;26;1;1;0;0
17;1;1;7;0;0;3;1;0;0;0;0
0;1;0;1;0;0;1;1;0;1;0;0
6;63;34;10;1;1;1;12;1;1;0;0
2;10;0;1;0;0;1;0;0;1;0;0
3;5;0;5;14;9;100;5;1;0;1;0
6;1;0;27;0;6;1;6;3;0;1;0
1;0;0;0;1;0;0;0;0;1;0;1
8;127;1;29;1;3;22;5;1;0;1;0
2;1;3;9;0;1;5;27;1;1;0;0
19;295;35;39;1;4;1;51;1;1;0;0
0;0;0;0;0;0;0;1;1;0;1;0
33;429;20;41;2;1;2;17;1;1;0;1
9;125;28;12;0;2;9;11;1;1;0;0
6;141;5;67;1;2;4;96;2;0;1;0
0;10;0;0;0;0;2;1;1;1;0;0
17;117;0;19;1;0;1;3;1;1;0;0
8;125;75;20;2;0;7;15;2;0;0;0
0;1;0;0;1;3;18;0;0;0;1;0
9;116;14;25;0;1;5;9;1;0;0;0
4;54;12;12;0;0;18;16;2;1;0;0
14;79;4;69;0;0;2;1;0;0;1;1
3;445;6;5;0;1;3;4;1;1;0;0
0;15;1;2;0;0;1;2;0;1;0;0
5;54;1;14;0;0;1;7;1;1;0;0
53;407;276;87;3;7;9;24;1;0;1;0
27;172;69;26;0;0;4;7;1;1;0;0
2;46;1;15;0;0;3;4;2;0;0;0
24;53;25;25;1;0;1;3;0;1;0;1
0;326;131;2;0;0;0;0;2;0;0;1
2;1;0;0;0;2;1;5;1;0;1;0
40;551;4;149;2;6;4;51;4;1;0;1
23;156;4;45;0;3;5;16;1;1;0;0
23;242;43;31;0;0;6;24;6;1;0;1
8;102;5;10;0;1;2;12;1;1;0;0
0;1;1;1;0;0;0;0;1;1;0;0
0;0;0;0;0;0;3;0;0;1;0;0
2;57;0;3;0;0;3;14;1;0;1;0
3;234;0;3;0;0;1;1;0;1;0;0
6;1;0;3;0;1;1;4;2;1;0;0
38;279;4;41;1;0;1;41;3;1;0;0
0;0;0;0;7;4;96;1;1;0;1;0
23;65;8;42;1;2;14;20;1;1;0;0
0;4;0;2;3;2;2;1;4;0;1;0
17;171;29;35;1;1;21;53;1;1;0;0
26;183;6;51;0;1;1;16;1;1;0;1
7;176;0;11;1;1;7;10;1;1;0;0
9;38;3;19;0;0;3;6;1;1;0;1
7;121;11;20;1;0;1;8;1;1;0;0
0;26;19;1;0;0;3;2;1;1;0;0
6;13;13;9;0;3;3;9;1;1;0;0
18;57;2;33;0;2;3;9;3;0;1;0
5;122;6;18;0;0;7;13;1;1;0;1
0;23;7;0;0;0;1;1;0;1;0;0
9;137;4;28;7;6;3;5;1;0;1;0
0;0;0;0;1;0;10;0;0;0;0;0
11;27;13;10;0;2;4;4;2;1;0;0
15;324;26;57;4;0;3;40;3;1;0;1
0;13;3;3;0;0;1;1;0;1;0;0
1;73;0;5;0;0;7;1;1;0;1;0
11;63;37;16;2;0;7;33;1;1;0;1
4;9;3;7;0;0;1;1;3;1;0;0
1;2;0;0;1;0;1;1;0;1;0;0
8;107;541;18;1;0;1;16;1;1;0;0
1;24;4;4;1;0;3;1;0;0;0;0
4;60;3;8;0;0;1;4;0;1;0;0
76;463;1;258;1;4;1;16;1;0;1;0
1;3;0;1;0;0;1;0;0;1;0;0
5;190;0;15;1;1;1;14;2;0;1;0
24;120;37;42;1;2;1;10;1;1;0;0
5;118;0;6;0;0;1;6;1;1;0;0
36;206;207;53;3;2;2;42;1;1;0;0
7;33;1;9;0;1;3;5;1;1;0;0
16;118;18;22;1;3;21;54;4;1;0;0
1;4;0;3;0;0;2;3;1;1;0;1
3;68;0;9;3;5;1;2;3;0;1;0
4;38;4;4;0;0;1;1;1;1;0;0
1;120;0;1;0;0;0;0;1;0;0;0
64;297;83;104;3;2;1;12;1;1;0;0
38;99;4;128;0;1;6;28;1;1;0;1
0;1;0;2;0;0;0;1;0;0;1;0
5;37;0;2;0;3;4;5;1;0;1;0
0;26;2;1;0;0;0;1;1;1;0;0
0;1;0;0;0;0;2;0;2;0;1;0
11;60;58;31;0;2;1;8;1;1;0;0
25;119;183;100;0;2;3;84;1;1;0;0
1;1;0;1;11;14;116;2;2;0;1;0
5;20;9;6;0;0;1;2;1;1;0;1
2;8;0;4;1;0;1;1;0;0;1;0
0;0;0;0;0;0;1;0;0;0;0;0
4;39;4;6;0;0;0;2;0;1;0;0
1;14;5;1;0;0;3;4;1;1;0;0
4;37;1;16;0;0;1;1;0;0;1;0
3;7;0;7;0;0;2;10;6;1;0;0
74;68;4;38;2;7;129;187;1;0;0;1
4;63;10;13;0;2;5;4;1;0;1;0
2;44;0;6;0;0;1;3;0;1;0;0
20;161;2;43;0;2;2;9;2;1;0;0
3;17;0;7;0;0;0;1;1;1;0;0
1;48;2;0;0;0;0;0;0;1;0;0
33;239;6;63;1;7;3;59;2;1;0;0
16;424;72;21;7;2;63;296;2;1;0;0
1;15;1;2;0;0;1;5;0;1;0;0
0;0;0;0;0;0;1;0;0;0;1;0
4;265;45;13;0;1;2;9;3;0;0;0
19;395;88;33;1;2;3;14;1;1;0;0
1;78;0;14;0;0;3;22;1;1;0;0
1;3;0;0;0;0;1;0;1;1;0;0
26;734;7;40;1;3;4;19;1;1;0;0
3;89;270;5;1;0;1;1;1;0;0;0
9;127;38;19;0;4;4;13;1;0;0;1
0;65;0;8;3;1;25;6;1;0;1;0
18;31;1;34;0;0;1;1;1;1;0;0
4;60;3;12;1;2;5;5;1;0;0;1
151;1026;13;435;0;9;7;59;1;0;0;0
2;21;3;6;1;1;1;3;0;1;0;0
11;392;7;30;6;7;3;28;3;0;0;0
12;68;2;5;1;0;1;4;2;1;0;1
39;29;113;15;1;0;1;7;1;1;0;0
4;10;0;6;0;1;1;2;1;0;0;0
33;266;3;122;3;12;7;36;1;0;1;0
3;151;12;22;1;1;1;9;1;1;0;0
11;2;25;18;0;1;1;1;0;1;0;1
29;329;7;70;0;1;1;13;1;1;0;0
5;2;3;5;0;0;0;0;0;1;0;0
20;1;3;19;2;1;1;1;0;0;1;0
3;14;3;1;0;0;2;1;0;1;0;0
4;45;13;4;0;0;1;4;0;1;0;0
6;15;0;6;0;0;1;6;1;0;0;0
8;63;5;9;0;0;1;10;1;1;0;0
0;1;0;0;0;0;1;1;0;1;0;0
4;70;12;12;2;0;4;6;0;1;0;0
0;10;0;1;0;0;1;2;1;1;0;0
22;143;7;25;3;0;3;14;1;1;0;0
3;48;12;5;1;0;1;1;1;1;0;0
0;0;0;0;2;0;4;0;1;0;1;0
0;0;0;0;0;0;0;0;0;0;1;1
5;1018;36;19;0;0;1;2;1;1;0;0
0;51;1;5;1;0;1;2;0;1;0;0
22;163;75;74;2;1;4;29;1;1;0;0
4;76;2;14;0;0;0;3;0;1;0;0
14;372;1;21;0;0;2;7;1;1;0;0
4;23;0;5;0;0;1;2;0;1;0;0
0;22;177;0;1;0;1;1;1;1;0;0
6;1;3;5;0;0;1;8;2;1;0;0
2;1;0;0;0;0;1;2;2;1;0;0
0;0;0;0;0;1;1;13;1;0;1;0
5;203;2;11;0;0;3;13;1;1;0;0
0;1;0;5;0;1;2;3;1;0;1;0
0;23;743;6;0;0;0;2;1;1;0;0
3;25;35;4;0;0;2;4;1;1;0;0
28;187;23;59;0;1;3;34;1;1;0;0
11;58;3;6;0;0;1;7;1;1;0;0
10;8;2;20;0;0;0;0;0;0;0;0
6;13;246;7;0;0;1;0;1;1;0;0
2;16;8;8;0;0;2;10;1;1;0;0
3;45;7;14;0;0;5;8;1;1;0;1
4;18;0;8;0;0;1;2;2;0;1;0
36;151;8;83;9;7;8;13;1;0;1;0
8;12;0;16;0;0;1;4;0;1;0;1
13;2;0;0;0;0;1;2;1;1;0;0
16;172;125;32;0;2;2;7;1;1;0;0
5;194;1;11;0;0;2;5;0;1;0;0
25;396;16;58;0;3;4;11;3;1;0;0
3;75;7;3;0;0;1;9;1;1;0;0
4;87;1;19;1;3;1;19;1;0;1;0
19;37;2;32;0;0;0;10;1;1;0;1
7;92;0;22;0;0;3;2;1;1;0;1
9;77;6;19;0;0;1;10;1;1;0;0
0;2;0;2;1;0;0;0;1;1;0;0
0;11;1;3;0;0;0;1;0;1;0;0
19;63;0;19;0;0;2;4;1;1;0;0
28;317;7;29;0;0;1;27;1;1;0;0
37;196;1;229;0;2;1;11;1;1;0;0
11;553;5;25;0;1;1;7;1;0;0;0
4;33;3;14;0;4;2;6;3;0;1;0
11;1062;26;10;0;0;8;8;1;1;0;0
88;494;16;104;0;3;1;11;1;1;0;0
6;53;1;0;0;0;1;2;1;1;0;0
0;3;0;0;0;0;0;3;0;0;0;1
8;38;9;7;0;3;6;1;1;0;1;0
60;292;23;64;2;1;3;26;2;1;0;0
0;1;1;0;0;0;0;0;0;1;0;0
13;136;12;31;2;3;9;20;1;1;0;0
7;59;19;13;0;0;2;4;3;1;0;0
0;0;0;0;0;0;0;9;1;1;0;0
64;170;104;62;3;3;6;33;1;1;0;0
2;108;0;6;2;1;154;5;2;0;1;0
1;14;0;4;0;0;1;0;1;1;0;0
12;3;2;11;1;0;1;10;1;1;0;0
2;37;8;5;0;0;3;3;1;1;0;0
0;0;0;0;0;0;2;2;0;0;1;0
82;199;31;135;1;1;5;51;1;1;0;0
16;267;13;43;2;4;2;48;1;1;0;0
16;85;9;24;0;0;2;37;1;1;0;0
21;130;11;81;1;7;4;27;2;0;1;0
44;2;4;54;0;2;1;20;1;1;0;0
27;417;122;49;1;2;6;33;4;0;1;0
11;22;4;8;1;0;1;3;1;0;0;0
1;25;1;1;0;0;1;3;0;0;1;0
57;241;21;164;1;3;4;32;1;1;0;0
52;522;17;77;3;0;1;17;3;1;0;1
34;476;9;77;0;0;6;28;2;1;0;1
8;122;4;13;1;1;3;4;3;1;0;0
1;0;0;2;1;4;2;1;0;0;1;0
0;13;5;4;0;0;1;2;2;1;0;0
6;95;9;12;1;5;3;175;1;1;0;0
12;204;0;27;0;0;1;7;1;1;0;0
16;92;338;39;1;3;6;23;1;1;0;0
2;79;390;8;0;0;4;2;1;1;0;0
0;0;0;0;19;2;40;17;4;0;1;0
3;206;35;11;0;0;1;13;1;1;0;0
6;105;76;37;0;1;2;2;1;1;0;0
8;345;78;27;0;1;5;3;1;1;0;1
5;34;0;5;0;1;2;2;0;0;0;0
0;7;0;4;0;0;1;0;0;0;1;0
86;1422;66;259;4;7;12;81;1;1;0;0
5;98;0;10;1;2;2;9;1;0;1;0
12;95;19;13;0;0;5;34;1;1;0;0
0;0;7;0;0;0;0;0;0;0;0;0
0;0;0;0;1;0;6;10;0;0;1;0
20;609;5;53;4;13;13;23;2;0;1;0
6;98;22;7;0;0;1;6;2;1;0;0
33;1;7;193;2;0;2;6;2;1;0;0
9;389;4;7;1;0;2;9;1;1;0;0
2;142;66;9;0;0;1;4;1;1;0;0
0;1;1;0;6;3;99;0;7;0;1;0
31;335;9;56;6;3;6;43;1;1;0;0
2;39;1;12;1;1;1;23;1;1;0;0
5;224;63;15;1;0;1;8;1;1;0;0
3;35;1;3;0;0;2;1;0;1;0;1
1;1;0;0;1;0;0;8;0;0;1;1
37;594;30;137;3;8;8;58;1;1;0;0
4;85;37;10;0;1;1;7;2;1;0;0
0;1;6;0;0;2;0;0;3;1;0;0
2;1;0;4;0;0;3;4;1;0;1;1
37;305;106;71;2;6;3;19;1;1;0;0
1;4;1;2;0;2;0;0;0;0;0;0
9;1;0;139;1;1;1;19;2;1;0;1
0;6;0;1;0;0;1;7;0;1;0;0
47;499;15;60;12;1;4;26;2;1;0;0
11;76;3;18;1;1;9;20;1;1;0;0
22;174;25;37;2;3;27;33;1;1;0;0
16;227;1;20;0;3;2;7;0;1;0;0
8;299;77;8;0;0;2;10;0;1;0;0
4;16;0;6;0;0;1;4;1;1;0;0
0;1;0;0;1;1;28;5;1;0;1;0
4;35;2;3;0;0;1;3;1;1;0;0
4;176;0;28;0;1;1;61;1;1;0;0
4;8;0;4;0;0;0;1;1;0;0;0
0;24;0;2;0;1;1;0;0;0;1;0
16;44;3;32;2;1;3;5;1;0;1;1
12;1;0;28;0;0;2;2;1;1;0;0
1;13;5;7;0;0;1;5;1;1;0;0
22;338;1;28;2;3;15;46;1;0;1;0
13;289;26;19;6;0;2;35;2;0;0;0
0;2;1;5;0;0;0;3;0;1;0;0
5;22;0;3;0;0;1;1;0;1;0;0
10;169;3;56;1;7;6;14;1;0;1;0
20;350;1;24;2;1;6;24;1;1;0;0
0;7;1;1;1;0;1;0;1;1;0;0
15;78;1;9;1;0;11;1;1;1;0;0
7;75;3;53;2;0;4;14;1;1;0;1
3;129;9;8;0;0;1;1;0;1;0;1
3;248;28;24;1;2;4;26;2;1;0;0
9;43;2;10;1;0;3;9;1;1;0;1
3;66;16;24;0;1;2;7;1;0;0;0
10;36;0;7;0;1;1;10;0;1;0;0
1;415;2;3;0;0;0;1;0;1;0;0
56;17;118;35;2;3;2;30;0;1;0;0
2;57;0;3;0;0;2;1;0;1;0;0
7;87;15;10;0;0;1;3;1;1;0;0
0;14;12;1;0;0;4;1;1;1;0;0
0;1;0;2;1;0;0;0;0;0;1;0
5;31;5;10;0;0;1;5;0;1;0;1
0;1;0;0;0;0;0;0;3;0;1;0
7;43;2;15;1;2;1;7;0;1;0;1
0;3;0;1;0;0;0;0;0;1;0;0
2;42;0;3;1;0;1;24;3;1;0;0
3;0;0;4;0;0;1;3;1;1;0;0
0;0;0;0;3;2;22;1;3;0;1;0
3;27;0;3;0;0;4;1;1;0;1;1
0;0;0;1;0;0;9;1;1;0;1;0
9;7;0;1;0;0;1;4;0;1;0;0
14;117;1;30;1;5;8;15;1;0;1;0
54;288;58;89;1;4;5;62;3;1;0;0
22;51;4;33;0;0;1;5;2;1;0;1
11;419;76;31;0;0;1;5;1;1;0;0
0;1;0;0;0;0;0;0;0;1;0;0
2;3;0;0;1;0;0;1;0;1;0;0
9;159;2;44;1;6;4;20;1;0;1;0
35;309;52;54;0;1;1;15;1;1;0;0
6;19;2;6;0;0;3;4;2;0;0;1
0;0;0;1;3;3;246;71;1;0;1;0
5;57;6;6;0;0;20;6;1;1;0;0
4;31;2;10;0;0;3;3;1;1;0;0
21;330;47;27;1;0;1;5;1;1;0;0
8;52;5;28;2;1;2;2;1;0;1;0
1;2;1;0;0;0;1;1;0;1;0;0
0;5;1;0;0;0;3;0;0;1;0;0
19;97;2;18;0;0;1;8;1;1;0;0
0;17;0;2;1;0;0;2;0;1;0;1
3;0;0;2;0;0;1;1;0;1;0;0
5;84;0;17;5;2;3;7;2;0;1;0
37;201;2;91;3;8;8;30;3;1;0;0
0;24;0;3;0;0;8;9;0;1;0;0
15;159;3;16;0;3;1;26;2;1;0;1
0;0;0;0;0;0;0;0;0;1;0;0
5;1;0;9;0;0;1;0;0;1;0;0
0;18;425;1;0;0;2;0;1;1;0;0
12;196;3;51;0;1;2;18;1;1;0;0
4;7;3;1;0;0;1;1;0;1;0;0
1;0;0;0;0;0;4;1;2;0;1;0
32;1;0;50;0;13;10;20;1;0;1;0
12;164;11;5;0;0;1;6;1;1;0;0
4;1;271;4;0;0;1;0;2;1;0;0
0;5;9;0;1;0;1;1;1;1;0;0
8;71;64;30;1;0;17;25;1;1;0;0
35;275;6;46;3;1;20;22;1;1;0;0
21;339;23;37;1;2;13;27;1;1;0;0
70;2;32;69;1;2;2;30;1;1;0;1
17;65;1;65;0;1;5;8;1;0;1;0
7;280;80;26;0;0;2;20;5;1;0;1
16;149;19;20;3;2;1;21;2;1;0;0
0;1;288;4;0;0;0;0;1;1;0;0
59;726;175;98;2;3;7;28;1;1;0;0
32;398;71;64;0;3;3;34;1;1;0;0
25;120;7;39;0;1;4;35;1;0;0;0
10;15;0;12;1;0;2;8;0;1;0;0
6;11;1;7;0;1;4;9;0;1;0;0
6;38;7;17;0;0;1;8;1;0;1;0
19;158;33;25;0;0;2;5;1;1;0;1
28;170;0;32;0;1;5;9;1;1;0;1
55;295;64;107;4;4;3;22;1;1;0;1
46;1777;7;91;3;12;4;46;1;1;0;0
3;34;1;5;1;0;1;5;1;1;0;1
12;172;43;28;0;0;1;2;1;1;0;0
2;65;1;8;0;1;1;3;1;0;1;0
0;0;0;0;2;0;2;0;6;0;1;0
2;44;13;17;2;1;1;4;0;1;0;0
0;1;0;1;0;0;1;1;1;1;0;0
47;2217;366;171;7;11;3;67;1;1;0;0
8;490;9;113;2;3;18;55;3;1;0;0
28;1;0;50;3;1;1;13;1;0;1;1
4;19;2;5;0;0;1;1;0;1;0;0
1;4;182;1;0;0;0;1;2;1;0;0
15;908;1;41;1;4;2;20;1;1;0;0
1;1;0;0;1;0;1;109;0;1;0;0
36;31;11;24;0;0;1;5;1;0;0;0
85;718;4;215;0;1;2;48;1;1;0;1
2;46;0;9;0;0;3;3;1;0;1;0
4;4;351;1;0;0;0;0;1;1;0;0
0;2;0;2;0;0;2;0;2;1;0;0
14;61;28;10;2;1;1;7;1;1;0;0
27;1106;2;89;6;3;3;25;1;0;1;0
2;6;0;7;0;1;2;1;1;1;0;0
3;14;0;2;2;1;70;6;1;0;1;0
0;0;0;0;0;0;4;0;1;0;1;0
30;404;10;55;0;0;2;24;1;1;0;0
2;2;0;5;0;0;1;0;1;0;0;0
3;34;1;6;1;0;2;4;0;1;0;0
0;0;0;0;4;0;1;0;9;0;1;0
41;104;4;60;0;1;6;15;1;1;0;1
4;6;0;4;0;0;1;1;1;1;0;0
14;104;2;20;0;5;1;8;2;0;1;0
0;27;0;10;0;0;1;1;1;1;0;1
13;49;10;18;3;2;6;15;2;1;0;0
11;77;3;18;0;0;2;7;1;1;0;0
17;51;5;26;0;1;6;11;1;1;0;0
8;79;5;28;2;3;1;17;1;1;0;0
11;1;0;12;0;0;1;10;1;1;0;0
12;80;116;8;0;2;1;9;2;1;0;0
101;330;89;196;2;2;5;36;1;1;0;0
9;1;3;15;0;3;6;51;1;0;1;0
0;0;0;0;5;2;449;1;7;0;1;0
45;123;2;46;1;0;1;6;3;1;0;0
0;3;0;0;0;0;2;1;0;1;0;0
11;81;1;29;24;4;28;14;6;0;1;0
26;2;6;66;1;6;7;20;0;0;1;0
3;71;68;4;0;0;2;3;1;1;0;0
14;130;84;14;0;0;2;2;1;1;0;1
24;0;0;0;0;0;0;0;0;1;0;0
1;8;1;3;0;1;2;2;0;1;0;0
9;153;19;19;2;3;2;12;1;1;0;0
0;33;0;12;3;0;7;9;1;1;0;1
0;3;14;8;0;0;0;0;1;1;0;0
2;21;2;10;0;0;9;0;4;0;1;0
0;3;0;1;0;0;0;1;3;0;1;0
6;49;12;6;3;2;2;6;1;1;0;0
0;3;0;1;0;0;1;2;0;0;1;0
4;77;3;44;1;0;2;6;1;1;0;0
0;2;0;1;0;0;0;0;0;0;1;0
8;13;1;11;0;0;1;3;0;0;1;1
1;5;5;1;0;0;1;1;0;1;0;0
14;0;0;2;0;1;1;0;1;0;1;0
28;2;13;24;0;3;3;6;0;1;0;0
2;634;43;11;0;0;7;3;1;1;0;0
0;0;0;0;3;0;38;36;1;1;0;0
3;29;0;11;0;0;1;2;0;1;0;0
0;0;0;0;0;0;1;0;1;0;1;0
3;51;0;10;0;0;2;2;2;0;1;0
14;304;2;46;2;2;1;22;1;1;0;0
0;1;0;0;0;0;0;2;0;1;0;0
28;521;12;49;0;1;2;11;1;1;0;1
0;0;0;0;7;5;33;0;1;0;1;0
4;22;0;9;1;0;1;6;1;1;0;0
1;2;2;45;0;0;1;0;0;1;0;0
0;2;2;0;0;0;1;0;0;0;1;0
2;21;5;0;1;0;3;2;1;1;0;0
11;322;4;29;3;1;3;127;2;0;1;1
5;172;54;11;0;1;3;5;1;1;0;0
0;10;0;0;0;2;70;1;7;0;1;0
2;159;59;7;0;0;4;8;2;1;0;0
2;10;0;4;0;0;1;3;0;1;0;0
3;82;37;7;1;0;1;5;1;0;0;0
0;1;0;0;0;0;3;4;0;1;0;0
9;185;33;16;1;3;1;11;1;1;0;0
34;87;8;71;9;4;2;42;2;1;0;0
5;71;0;19;1;1;13;25;1;0;0;0
20;384;8;15;2;1;4;13;3;1;0;0
9;47;0;9;3;5;3;6;1;0;1;0
13;65;4;15;0;0;1;7;2;1;0;0
5;24;0;9;0;3;8;8;1;0;1;0
2;39;2;1;0;0;1;6;0;1;0;0
10;4;52;19;0;0;3;8;1;1;0;0
1;130;11;8;0;0;1;2;1;1;0;0
1;9;0;3;0;0;2;2;0;1;0;0
5;28;1;5;0;0;1;1;1;0;1;0
4;1;0;0;2;0;1;1;0;1;0;0
27;25;26;25;5;5;4;26;1;1;0;0
16;88;10;22;0;0;1;2;1;1;0;0
0;100;0;5;0;0;0;0;1;0;1;0
2;23;0;2;0;0;0;1;0;0;1;0
3;50;0;3;0;2;1;2;0;0;1;0
14;46;3;28;0;1;1;1;1;0;1;1
27;303;143;49;4;3;4;45;1;0;0;0
58;715;206;112;1;2;2;25;1;1;0;0
18;74;32;44;1;1;4;12;1;0;0;1
0;0;0;0;0;0;1;1;1;1;0;0
3;208;27;4;1;0;1;4;2;1;0;0
3;229;9;5;0;0;2;19;0;1;0;0
5;31;32;20;0;0;5;5;1;1;0;0
0;0;0;0;0;2;0;0;2;0;1;0
21;232;67;65;0;2;3;9;2;1;0;0
12;217;11;16;9;0;2;10;2;1;0;0
111;868;9;190;1;3;4;23;1;1;0;0
97;540;5;105;1;10;11;49;2;1;0;1
15;77;4;51;0;1;2;10;1;1;0;0
24;136;1;41;4;4;6;38;4;1;0;0
0;0;0;0;0;0;1;0;0;0;1;0
15;89;1;19;0;1;1;18;1;1;0;0
5;144;0;11;0;1;2;29;1;1;0;0
96;536;8;380;0;9;4;26;4;0;1;1
42;260;25;49;0;1;1;10;1;1;0;0
0;41;1;1;1;0;3;2;0;1;0;0
67;228;4;1303;1;0;1;20;1;1;0;0
2;21;0;2;3;0;7;2;0;0;1;0
16;440;6;7;0;1;1;7;1;1;0;0
20;124;7;66;2;3;7;16;1;0;0;0
4;24;5;0;0;1;3;1;1;1;0;0
14;120;4;30;1;1;2;16;1;0;0;1
89;72;10;62;1;1;2;15;1;1;0;0
3;5;0;18;0;0;2;6;1;1;0;0
3;20;1;4;0;0;0;1;0;1;0;0
0;141;5;5;3;0;1;2;2;1;0;0
1;14;0;3;0;0;0;1;0;1;0;0
0;0;0;4;0;0;1;0;0;0;0;0
5;103;24;17;0;0;1;9;1;0;0;1
1;87;0;3;2;1;1;4;0;0;1;0
13;1160;15;11;0;0;6;20;1;1;0;0
14;29;17;22;0;1;5;3;1;1;0;0
13;78;3;20;0;0;2;2;1;1;0;1
38;125;0;111;0;2;3;18;1;0;1;1
25;78;24;56;0;3;2;22;1;1;0;0
7;77;2;10;0;0;4;8;5;1;0;0
36;249;0;59;1;1;9;9;1;1;0;0
0;0;0;0;1;0;7;2;0;0;1;0
5;1;2;10;0;0;1;11;1;1;0;0
3;20;3;4;0;2;1;2;2;0;1;0
32;403;101;41;8;2;5;55;1;1;0;0
8;93;32;24;0;2;1;5;2;1;0;0
1;52;0;12;0;2;12;8;1;0;1;0
3;174;179;7;1;0;17;8;2;0;0;1
28;623;2;155;0;0;3;9;1;1;0;0
4;31;3;8;0;0;2;5;1;1;0;0
52;89;86;64;0;1;15;19;1;1;0;0
0;0;0;1;0;0;2;0;0;0;1;0
1;2;1;1;0;0;0;0;0;0;0;0
3;56;2;9;1;0;1;1;1;0;0;0
47;621;19;86;2;12;1;40;1;1;0;0
0;1;0;0;0;0;1;0;0;1;0;0
0;2;0;0;0;0;1;0;0;0;0;0
3;23;0;1;0;0;2;7;1;1;0;0
6;22;1;4;0;1;1;2;0;1;0;0
46;184;103;107;1;11;4;13;1;0;1;0
7;91;22;9;1;1;2;21;1;1;0;0
5;67;19;15;1;1;4;5;1;1;0;0
